ward,item,location,cost,year,category
13,Street Resurfacing Menu,ON S NATOMA AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),51173.61,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S NEWCASTLE AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),51614.0,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S NEW ENGLAND AVE FROM 5925 S TO W 59TH ST (5899 S),17717.43,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S NEWLAND AVE FROM W ARCHER AVE (5500 S) TO W 58TH ST (5800 S),61009.04,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S NORDICA AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),55460.1,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S NORMANDY AVE FROM W 59TH ST (5899 S) TO W 60TH ST (6000 S),12976.9,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S OAK PARK AVE FROM W 56TH ST (5599 S) TO W 57TH ST (5700 S),53170.05,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S OAK PARK AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5599 S),57124.81,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S RUTHERFORD AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S),56542.42,2024,Street Resurfacing
13,Street Resurfacing Menu,ON S SAYRE AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),55902.83,2024,Street Resurfacing
13,Street Resurfacing Menu,ON W 58TH ST FROM S MAJOR AVE (5700 W) TO S MELVINA AVE (6200 W),58585.73,2024,Street Resurfacing
13,Street Resurfacing Menu,ON W 64TH ST FROM S MOBILE AVE (6300 W) TO S NARRAGANSETT AVE (6400 W),54256.36,2024,Street Resurfacing
13,Street Resurfacing Menu,ON W 64TH ST FROM S OAK PARK AVE (6800 W) TO S NEW ENGLAND AVE (6900 W),54483.27,2024,Street Resurfacing
13,Street Speed Hump Menu,ON S KEELER AVE FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S),4880.0,2024,Street Resurfacing
13,Street Speed Hump Menu,ON S MELVINA AVE FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S),4880.0,2024,Street Resurfacing
13,Street Speed Hump Replacement,ON S OAK PARK AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5599 S),0.0,2024,Street Resurfacing
13,Street Speed Hump Replacement,ON S SAYRE AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S),0.0,2024,Street Resurfacing
14,Alley Apron Menu,2914 W 54TH ST,17136.28,2024,Alleys
14,Alley Apron Menu,3401 W 65TH PL,28760.79,2024,Alleys
14,Alley Apron Menu,5114 S HOMAN AVE,16287.81,2024,Alleys
14,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,W 55TH ST & S ST LOUIS AVE,55000.0,2024,Pedestrian Infrastructure
14,Pavement Markings Menu,4815 S KARLOV AVE,1000.0,2024,Street Redesign
14,Sidewalk Menu,3355 W 65TH PL,15455.43,2024,Sidewalk Repair
14,Sidewalk Menu,3418 W 66TH PL,4138.77,2024,Sidewalk Repair
14,Sidewalk Menu,3934 W 47TH ST,3613.3,2024,Sidewalk Repair
14,Sidewalk Menu,4213 W 47TH ST,4236.55,2024,Sidewalk Repair
14,Sidewalk Menu,4301 S KARLOV AVE,2813.19,2024,Sidewalk Repair
14,Sidewalk Menu,5005 S KEATING AVE,2308.16,2024,Sidewalk Repair
14,Street Bump Outs Menu,ON S KILBOURN AVE FROM W 48TH ST (4800 S) TO W 50TH ST (5000 S),32000.0,2024,Pedestrian Infrastructure
14,Street Resurfacing Menu,ON S HOMAN AVE FROM W 65TH ST (6500 S) TO W 66TH ST (6600 S),52999.21,2024,Street Resurfacing
14,Street Resurfacing Menu,ON S KARLOV AVE FROM W 47TH ST (4700 S) TO W 49TH ST (4900 S),123844.56,2024,Street Resurfacing
14,Street Resurfacing Menu,ON S KILDARE AVE FROM W 45TH ST (4500 S) TO W 47TH ST (4700 S),152583.64,2024,Street Resurfacing
14,Street Resurfacing Menu,ON S SPAULDING AVE FROM W 55TH ST (5499 S) TO W 56TH ST (5600 S),58607.89,2024,Street Resurfacing
14,Street Resurfacing Menu,ON S SPAULDING AVE FROM W 61ST ST (6100 S) TO W 63RD ST (6300 S),156944.95,2024,Street Resurfacing
14,Street Resurfacing Menu,ON S ST LOUIS AVE FROM W 57TH ST (5700 S) TO W 59TH ST (5900 S),105018.34,2024,Street Resurfacing
14,Street Resurfacing Menu,ON W 45TH ST FROM 3813 W TO S PULASKI RD (4000 W),148535.36,2024,Street Resurfacing
14,Street Resurfacing Menu,ON W 49TH ST FROM S PULASKI RD (4000 W) TO S KARLOV AVE (4100 W),69579.68,2024,Street Resurfacing
14,Street Resurfacing Menu,ON W 57TH ST FROM S TRUMBULL AVE (3430 W) TO S ST LOUIS AVE (3500 W),28865.87,2024,Street Resurfacing
14,Street Speed Hump Menu,ON S HOMAN AVE FROM W 65TH ST (6500 S) TO W 66TH ST (6600 S),4880.0,2024,Street Resurfacing
14,Street Speed Hump Menu,ON S KENNETH AVE FROM W 50TH ST (5000 S) TO W 51ST ST (5099 S),4880.0,2024,Street Resurfacing
14,Street Speed Hump Menu,ON S KILBOURN AVE FROM W 48TH ST (4800 S) TO W 50TH ST (5000 S),9760.0,2024,Street Resurfacing
14,Street Speed Hump Menu,ON W 57TH ST FROM S TRUMBULL AVE (3430 W) TO S ST LOUIS AVE (3500 W),2440.0,2024,Street Resurfacing
14,Street Speed Hump Replacement,ON S KARLOV AVE FROM W 47TH ST (4700 S) TO W 49TH ST (4900 S),0.0,2024,Street Resurfacing
14,Street Speed Hump Replacement,ON S SPAULDING AVE FROM W 55TH ST (5499 S) TO W 56TH ST (5600 S),0.0,2024,Street Resurfacing
14,Street Speed Hump Replacement,ON W 49TH ST FROM S PULASKI RD (4000 W) TO S KARLOV AVE (4100 W),0.0,2024,Street Resurfacing
15,Alley Apron Menu,2500 W 51ST ST,21087.38,2024,Alleys
15,Alley Resurfacing Menu,2417-2555 W 45TH ST; S ROCKWELL ST & W 45TH ST&W 45TH PL & S WESTERN AVE,102625.54,2024,Alleys
15,Alley Resurfacing Menu,W 58TH ST & S FAIRFIELD AVE&S CALIFORNIA AVE & W 59TH ST,41653.87,2024,Alleys
15,Alley Resurfacing Menu,W 61ST ST & S ALBANY AVE&S TROY ST & W 62ND ST,46840.5,2024,Alleys
15,Alley Speed Hump Replacement,S ROCKWELL ST & W 45TH ST&W 45TH PL & S WESTERN AVE; 2417-2555 W 45TH ST,0.0,2024,Alleys
15,Alley Speed Hump Replacement,W 61ST ST & S ALBANY AVE&S TROY ST & W 62ND ST,0.0,2024,Alleys
15,Bollard Menu,4501 S WALLACE ST,5970.52,2024,Pedestrian Infrastructure
15,Pavement Markings Menu,ON W 47TH ST FROM S NORMAL AVE (500 W) TO S UNION AVE (700 W),17000.0,2024,Street Redesign
15,Sidewalk Menu,1850 W 45TH ST,5601.73,2024,Sidewalk Repair
15,Sidewalk Menu,2155 W 49TH PL,7058.52,2024,Sidewalk Repair
15,Sidewalk Menu,2532 W 46TH ST,5330.1,2024,Sidewalk Repair
15,Sidewalk Menu,2700-2759 W 57TH ST,141813.68,2024,Sidewalk Repair
15,Sidewalk Menu,3001 W 59TH ST,19519.64,2024,Sidewalk Repair
15,Sidewalk Menu,4511 S MARSHFIELD AVE,3840.02,2024,Sidewalk Repair
15,Sidewalk Menu,4520 S MARSHFIELD AVE,9881.69,2024,Sidewalk Repair
15,Sidewalk Menu,4527 S UNION AVE,6080.29,2024,Sidewalk Repair
15,Sidewalk Menu,4532 S EMERALD AVE,3745.66,2024,Sidewalk Repair
15,Sidewalk Menu,4735 S DAMEN AVE,2973.39,2024,Sidewalk Repair
15,Sidewalk Menu,4845 S WOLCOTT AVE,5928.6,2024,Sidewalk Repair
15,Sidewalk Menu,4857 S HOYNE AVE,3919.31,2024,Sidewalk Repair
15,Sidewalk Menu,4859 S HOYNE AVE,8789.81,2024,Sidewalk Repair
15,Sidewalk Menu,4934 S HOYNE AVE,20431.05,2024,Sidewalk Repair
15,Sidewalk Menu,4943 S HOYNE AVE,7892.67,2024,Sidewalk Repair
15,Sidewalk Menu,5000 S WESTERN AVE,13432.08,2024,Sidewalk Repair
15,Sidewalk Menu,525 W 46TH PL,4875.16,2024,Sidewalk Repair
15,Sidewalk Menu,5550 S FAIRFIELD AVE,4843.23,2024,Sidewalk Repair
15,Sidewalk Menu,5614 S WASHTENAW AVE,5219.02,2024,Sidewalk Repair
15,Sidewalk Menu,5616 S FAIRFIELD AVE,4844.42,2024,Sidewalk Repair
15,Sidewalk Menu,5649 S ARTESIAN AVE,3865.96,2024,Sidewalk Repair
15,Sidewalk Menu,5736 S SEELEY AVE,5490.29,2024,Sidewalk Repair
15,Sidewalk Menu,5747 S HOYNE AVE,619.11,2024,Sidewalk Repair
15,Sidewalk Menu,5751 S HAMILTON AVE,3934.17,2024,Sidewalk Repair
15,Sidewalk Menu,5755 S TALMAN AVE,16821.5,2024,Sidewalk Repair
15,Sidewalk Menu,5933 S WHIPPLE ST,6578.94,2024,Sidewalk Repair
15,Sidewalk Menu,6017 S FRANCISCO AVE,3917.81,2024,Sidewalk Repair
15,Sidewalk Menu,6101 S WOOD ST,15275.52,2024,Sidewalk Repair
15,Sidewalk Menu,6153 S RICHMOND ST,1356.43,2024,Sidewalk Repair
15,Sidewalk Menu,6158 S HONORE ST,5840.93,2024,Sidewalk Repair
15,Sidewalk Menu,6522 S SACRAMENTO AVE,5824.56,2024,Sidewalk Repair
15,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 61ST ST (6100 S) TO W 63RD ST (6300 S),574302.8,2024,Sidewalk Repair
15,Sidewalk Menu,ON S WINCHESTER AVE FROM W 50TH ST (5000 S) TO W 51ST ST (5100 S),181259.95,2024,Sidewalk Repair
15,Speed Indicator Signs,ON W 47TH ST FROM S NORMAL AVE (500 W) TO S UNION AVE (700 W),4555.35,2024,Traffic Signals
15,Street Light Upgrade Menu,6336 S CALIFORNIA AVE,500.0,2024,Lighting
15,Street Resurfacing Menu,ON S PAULINA ST FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S),38992.58,2024,Street Resurfacing
15,Street Resurfacing Menu,ON S WOOD ST FROM W 46TH ST (4600 S) TO W 47TH ST (4700 S),92586.21,2024,Street Resurfacing
15,Street Speed Hump Menu,ON S WHIPPLE ST FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S); 6000 S WHIPPLE ST,7320.0,2024,Street Resurfacing
15,Street Speed Hump Removal Menu,ON S WHIPPLE ST FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S); 6000 S WHIPPLE ST,9760.0,2024,Street Resurfacing
15,Street Speed Hump Replacement,ON S WOOD ST FROM W 46TH ST (4600 S) TO W 47TH ST (4700 S),0.0,2024,Street Resurfacing
16,Alley Apron Menu,5701 S JUSTINE ST; 5759 S JUSTINE ST,59245.84,2024,Alleys
16,Alley Resurfacing Menu,W 57TH ST & S JUSTINE ST&S LAFLIN ST & W 58TH ST,30807.8,2024,Alleys
16,Alley Resurfacing Menu,W 63RD ST & S TALMAN AVE&S ROCKWELL ST & W 64TH ST,48582.89,2024,Alleys
16,Alley Resurfacing Menu,W 65TH ST & S TALMAN AVE&S WASHTENAW AVE & W 66TH ST,35797.06,2024,Alleys
16,Alley Resurfacing Menu,W GARFIELD BLVD & S ASHLAND AVE&S JUSTINE ST & W 56TH ST,41435.24,2024,Alleys
16,Alley Speed Hump Replacement,W 63RD ST & S TALMAN AVE&S ROCKWELL ST & W 64TH ST,0.0,2024,Alleys
16,Miscellaneous CDOT Projects,5701 S ASHLAND AVE,862.0,2024,Misc. CDOT
16,Sidewalk Menu,6400 S HOYNE AVE,16137.44,2024,Sidewalk Repair
16,Sidewalk Menu,6458 S ARTESIAN AVE,6240.65,2024,Sidewalk Repair
16,Sidewalk Menu,ON W 54TH ST FROM S HERMITAGE AVE (1730 W) TO S WOOD ST (1800 W),10750.15,2024,Sidewalk Repair
16,Street Light Residential Staggered Piggy Back Menu,ON S JUSTINE ST FROM W 61ST ST (6100 S) TO W 63RD ST (6300 S),336000.0,2024,Lighting
16,Street Resurfacing Menu,ON S ABERDEEN ST FROM W 53RD ST (5300 S) TO W 57TH ST (5700 S),202940.84,2024,Street Resurfacing
16,Street Resurfacing Menu,ON S ABERDEEN ST FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S),54747.51,2024,Street Resurfacing
16,Street Resurfacing Menu,ON S CARPENTER ST FROM W MARQUETTE RD (6700 S) TO W 68TH ST (6800 S),61367.68,2024,Street Resurfacing
16,Street Resurfacing Menu,ON S TALMAN AVE FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S),51441.69,2024,Street Resurfacing
16,Street Resurfacing Menu,ON S WOLCOTT AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S),58374.37,2024,Street Resurfacing
16,Street Resurfacing Menu,ON S WOLCOTT AVE FROM W 53RD ST (5300 S) TO W GARFIELD BLVD (5500 S),115708.06,2024,Street Resurfacing
16,Street Resurfacing Menu,ON S WOLCOTT AVE FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S),58607.89,2024,Street Resurfacing
16,Street Resurfacing Menu,ON S WOOD ST FROM W 51ST ST (5100 S) TO W 53RD ST (5300 S),140702.39,2024,Street Resurfacing
16,Street Resurfacing Menu,ON W 51ST PL FROM 2148 W TO S DAMEN AVE (2000 W),84819.6,2024,Street Resurfacing
16,Street Speed Hump Menu,ON S CAMPBELL AVE FROM W 63RD ST (6300 S) TO W 64TH ST (6400 S),4880.0,2024,Street Resurfacing
16,Street Speed Hump Menu,ON S JUSTINE ST FROM W GARFIELD BLVD (5500 S) TO W 56TH ST (5600 S),2440.0,2024,Street Resurfacing
16,Street Speed Hump Menu,ON S MORGAN ST FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S),4880.0,2024,Street Resurfacing
16,Street Speed Hump Replacement,ON S ABERDEEN ST FROM W 53RD ST (5300 S) TO W 57TH ST (5700 S),0.0,2024,Street Resurfacing
16,Street Speed Hump Replacement,ON S CARPENTER ST FROM W MARQUETTE RD (6700 S) TO W 68TH ST (6800 S),0.0,2024,Street Resurfacing
16,Street Speed Hump Replacement,ON S WOLCOTT AVE FROM W 53RD ST (5300 S) TO W GARFIELD BLVD (5500 S),0.0,2024,Street Resurfacing
16,Street Speed Hump Replacement,ON S WOLCOTT AVE FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S),0.0,2024,Street Resurfacing
17,Alley Apron Menu,1400 W 73RD ST,6997.61,2024,Alleys
17,Alley Resurfacing Menu,S RACINE AVE & W 79TH ST&W 80TH ST & S ELIZABETH ST,40772.04,2024,Alleys
17,Concrete Alley Menu,S BISHOP ST & W 76TH ST&W 77TH ST & S LAFLIN ST,10522.05,2024,Alleys
17,Curb & Gutter Menu,7758 S WOLCOTT AVE,7283.31,2024,Street Resurfacing
17,Miscellaneous CDOT Projects,2433 W 71ST ST,660.0,2024,Misc. CDOT
17,Miscellaneous CDOT Projects,7958 S CARPENTER ST,660.0,2024,Misc. CDOT
17,Sidewalk Menu,1444 W 71ST PL,30640.92,2024,Sidewalk Repair
17,Sidewalk Menu,1754 W 79TH ST,25973.42,2024,Sidewalk Repair
17,Sidewalk Menu,3459 W 73RD ST,27697.96,2024,Sidewalk Repair
17,Sidewalk Menu,518 W WINNECONNA PKWY,17633.33,2024,Sidewalk Repair
17,Sidewalk Menu,7201 S CHRISTIANA AVE,25166.88,2024,Sidewalk Repair
17,Sidewalk Menu,ON S ELIZABETH ST FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),56764.21,2024,Sidewalk Repair
17,Sidewalk Menu,ON W 73RD ST FROM 2150 W TO S HOYNE AVE (2100 W),40201.52,2024,Sidewalk Repair
17,Street Resurfacing Menu,ON S ARTESIAN AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S),57532.68,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S EGGLESTON AVE FROM W WINNECONNA PKWY (7740 S) TO W 79TH ST (7900 S),95634.22,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S ELIZABETH ST FROM W 69TH ST (6900 S) TO W 71ST ST (7100 S),112182.51,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S HOMAN AVE FROM 7445 S TO W 73RD ST (7300 S),90846.04,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S HONORE ST FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),53543.77,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S LOWE AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S),51727.46,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S MAY ST FROM W 85TH ST (8500 S) TO W 87TH ST (8700 S),108429.32,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S PEORIA ST FROM W 75TH ST (7500 S) TO W 77TH ST (7700 S),117231.78,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S PERRY AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),61778.57,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S SEELEY AVE FROM W 71ST ST (7100 S) TO W 74TH ST (7400 S),197918.38,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S TALMAN AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S),52927.22,2024,Street Resurfacing
17,Street Resurfacing Menu,ON S UNION AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S),119352.69,2024,Street Resurfacing
17,Street Resurfacing Menu,ON W 72ND ST FROM S DAMEN AVE (2000 W) TO S SEELEY AVE (2030 W),27715.23,2024,Street Resurfacing
17,Street Speed Hump Menu,ON W 73RD PL FROM S RACINE AVE (1200 W) TO S ADA ST (1300 W),7320.0,2024,Street Resurfacing
17,Street Speed Hump Replacement,ON S EGGLESTON AVE FROM W WINNECONNA PKWY (7740 S) TO W 79TH ST (7900 S),0.0,2024,Street Resurfacing
17,Street Speed Hump Replacement,ON S MAY ST FROM W 85TH ST (8500 S) TO W 87TH ST (8700 S),0.0,2024,Street Resurfacing
17,Street Speed Hump Replacement,ON S PEORIA ST FROM W 75TH ST (7500 S) TO W 77TH ST (7700 S),0.0,2024,Street Resurfacing
17,Street Speed Hump Replacement,ON S PERRY AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),0.0,2024,Street Resurfacing
17,Street Speed Hump Replacement,ON S SEELEY AVE FROM W 71ST ST (7100 S) TO W 74TH ST (7400 S),0.0,2024,Street Resurfacing
17,Street Speed Hump Replacement,ON S UNION AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S),0.0,2024,Street Resurfacing
18,Alley Resurfacing Menu,S PULASKI RD & W 84TH ST&W 85TH ST & S KOMENSKY AVE,11062.38,2024,Alleys
18,Curb & Gutter Menu,ON S KNOX AVE FROM W 85TH ST (8500 S) TO W 86TH ST (8600 S),3466.0,2024,Street Resurfacing
18,Miscellaneous CDOT Projects,4532 W 77TH PL,660.0,2024,Misc. CDOT
18,Miscellaneous CDOT Projects,7901 S OAKLEY AVE,660.0,2024,Misc. CDOT
18,Pavement Markings Menu,ON S PULASKI RD FROM W 75TH PL (7520 S) TO W 76TH ST (7600 S),8500.0,2024,Street Redesign
18,Sidewalk Menu,3601 W 85TH ST,13980.31,2024,Sidewalk Repair
18,Sidewalk Menu,7715-7735 S WHIPPLE ST,5827.77,2024,Sidewalk Repair
18,Sidewalk Menu,8112 S CHRISTIANA AVE,7134.69,2024,Sidewalk Repair
18,Street Resurfacing Menu,ON S ALBANY AVE FROM W 72ND ST (7200 S) TO W 74TH ST (7400 S),99969.1,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S ALBANY AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),50703.86,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S FRANCISCO AVE FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S),54604.69,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S KARLOV AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S),53992.12,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S LAWNDALE AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S),68697.61,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S LAWNDALE AVE FROM W 86TH ST (8600 S) TO W 87TH ST (8700 S),66954.97,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S OAKLEY AVE FROM 8141 S TO W 81ST ST (8100 S),75912.75,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S SACRAMENTO AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S),53829.41,2024,Street Resurfacing
18,Street Resurfacing Menu,ON S WASHTENAW AVE FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S),55841.77,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 77TH PL FROM S HAMLIN AVE (3800 W) TO S SPRINGFIELD AVE (3900 W),40222.52,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 80TH ST FROM 2214 W TO S OAKLEY AVE (2300 W),38372.87,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 81ST ST FROM S KIRKLAND AVE (4300 W) TO S KOSTNER AVE (4400 W),73437.87,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 81ST ST FROM S MAPLEWOOD AVE (2530 W) TO S TALMAN AVE (2630 W),66593.99,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 82ND PL FROM W 82ND ST (4250 W) TO S TALMAN AVE (2630 W),89726.47,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 82ND ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W),48707.34,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 82ND ST FROM S MAPLEWOOD AVE (2530 W) TO S TALMAN AVE (2630 W),58380.13,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 83RD PL FROM 2843 W TO S FRANCISCO AVE (2900 W),33817.96,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 84TH PL FROM S WASHTENAW AVE (2700 W) TO S CALIFORNIA AVE (2800 W),60682.04,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 84TH ST FROM S JUSTINE ST (1530 W) TO S MARSHFIELD AVE (1630 W),53944.96,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 85TH PL FROM S CALIFORNIA AVE (2800 W) TO S FRANCISCO AVE (2890 W),70991.27,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 85TH ST FROM S PAULINA ST (1700 W) TO S WOLCOTT AVE (1900 W),134038.38,2024,Street Resurfacing
18,Street Resurfacing Menu,ON W 86TH ST FROM S ROCKWELL ST (2620 W) TO S WASHTENAW AVE (2700 W),53874.68,2024,Street Resurfacing
18,Street Speed Hump Menu,ON S HOYNE AVE FROM W 75TH PL (7520 S) TO W 76TH ST (7600 S),4880.0,2024,Street Resurfacing
18,Street Speed Hump Menu,ON W 86TH ST FROM S ASHLAND AVE (1600 W) TO S DAMEN AVE (2000 W),8862.68,2024,Street Resurfacing
18,Street Speed Hump Replacement,ON W 81ST ST FROM S KIRKLAND AVE (4300 W) TO S KOSTNER AVE (4400 W),0.0,2024,Street Resurfacing
19,Bollard Menu,S MALTA ST & W 100TH PL,9241.7,2024,Pedestrian Infrastructure
19,Street Resurfacing Menu,10715-10735 S LAWNDALE AVE,25630.84,2024,Street Resurfacing
19,Street Resurfacing Menu,9731 S LONGWOOD DR,5490.23,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S AVERS AVE FROM W 107TH ST (10700 S) TO W 108TH PL (10840 S),152354.06,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S BELL AVE FROM W 96TH ST (9600 S) TO W 97TH ST (9700 S),54197.57,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S CHURCH ST FROM W 109TH PL (10930 S) TO W CHELSEA PL (11000 S),44174.25,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S CHURCH ST FROM W MONTEREY AVE (11200 S) TO W MONTVALE AVE (11300 S),52226.57,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S CLAREMONT AVE FROM 9800 S TO W 99TH ST (9900 S),64117.03,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S FAIRFIELD AVE FROM W 107TH ST (10700 S) TO W 108TH ST (10800 S),50380.9,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S HALE AVE FROM W 104TH ST (10400 S) TO W 105TH ST (10500 S),53324.02,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S HALE AVE FROM W 115TH ST (11500 S) TO W 117TH ST (11700 S),114863.78,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S HAMLIN AVE FROM W 114TH ST (11400 S) TO W 114TH PL (11440 S),39530.02,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S HERMOSA AVE FROM W MONTVALE AVE (11240 S) TO W EDMAIRE ST (11330 S),50064.27,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S LEAVITT ST FROM W 90TH ST (9000 S) TO W 91ST ST (9100 S),51540.3,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S OAKLEY AVE FROM W 110TH ST (11000 S) TO S BELL AVE (11050 S),28537.43,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S PROSPECT AVE FROM W 106TH ST (10600 S) TO W 107TH ST (10700 S),53933.4,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S SEELEY AVE FROM W 102ND ST (10160 S) TO W 103RD ST (10300 S),57459.49,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S TALMAN AVE FROM W 100TH ST (10000 S) TO W 101ST ST (10100 S),60891.53,2024,Street Resurfacing
19,Street Resurfacing Menu,ON S WOOD ST FROM W 107TH ST (10700 S) TO S PROSPECT AVE (1600 W),94608.68,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 104TH ST FROM S LEAVITT ST (2200 W) TO S BELL AVE (2230 W),24838.07,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 106TH PL FROM 2602 W TO S TALMAN AVE (2650 W),42334.31,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 110TH ST FROM S CHRISTIANA AVE (3330 W) TO S SPAULDING AVE (3300 W),61117.99,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 113TH PL FROM S BELL AVE (2220 W) TO S OAKLEY AVE (2300 W),51789.95,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 91ST PL FROM S PROSPECT SQ (1800 W) TO S LONGWOOD DR (1830 W),35136.53,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 91ST ST FROM S LONGWOOD DR (1835 W) TO S PLEASANT AVE (1899 W),46305.35,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 93RD ST FROM S PLEASANT AVE (1900 W) TO S WINCHESTER AVE (1940 W),32990.29,2024,Street Resurfacing
19,Street Resurfacing Menu,ON W 97TH ST FROM S DAMEN AVE (2000 W) TO S HOYNE AVE (2100 W),39253.65,2024,Street Resurfacing
19,Street Speed Hump Menu,ON W 110TH ST FROM S KEDZIE AVE (3200 W) TO S HOMAN AVE (3400 W),4880.0,2024,Street Resurfacing
19,Street Speed Hump Replacement,ON S HALE AVE FROM W 115TH ST (11500 S) TO W 117TH ST (11700 S),0.0,2024,Street Resurfacing
19,Street Speed Hump Replacement,ON S HERMOSA AVE FROM W MONTVALE AVE (11240 S) TO W EDMAIRE ST (11330 S),0.0,2024,Street Resurfacing
