ward,year,item,location,cost,category
6,2024,Street Speed Hump Menu,ON S CALUMET AVE FROM E 75TH ST  (7500 S) TO E 76TH ST  (7600 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S CALUMET AVE FROM E 78TH ST  (7800 S) TO E 79TH ST  (7900 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S CALUMET AVE FROM E 85TH ST  (8500 S) TO E 86TH ST  (8600 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S CALUMET AVE FROM E 94TH ST  (9400 S) TO E 95TH ST  (9500 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S CHAMPLAIN AVE FROM E 78TH ST  (7800 S) TO E 79TH ST  (7900 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S CHAMPLAIN AVE FROM E 82ND ST  (8200 S) TO E 83RD ST  (8300 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S EBERHART AVE FROM E 75TH ST  (7500 S) TO E 76TH ST  (7600 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S EBERHART AVE FROM E 78TH ST  (7800 S) TO E 79TH ST  (7900 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S EBERHART AVE FROM E 79TH ST  (7900 S) TO E 80TH ST  (8000 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S EGGLESTON AVE FROM W 74TH ST  (7400 S) TO W 75TH ST  (7500 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S EVANS AVE FROM E 74TH ST  (7400 S) TO E 75TH ST  (7500 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S INDIANA AVE FROM E 71ST ST  (7100 S) TO E 72ND ST  (7200 S),4887.66,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S INDIANA AVE FROM E 74TH ST  (7400 S) TO E 75TH ST  (7500 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S INDIANA AVE FROM E 89TH ST  (8900 S) TO E 95TH ST  (9500 S),26840.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S LANGLEY AVE FROM E 75TH ST  (7500 S) TO E 76TH ST  (7600 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S LOWE AVE FROM W 78TH ST  (7800 S) TO W 79TH ST  (7900 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S MICHIGAN AVE FROM E 80TH ST  (8000 S) TO E 81ST ST  (8100 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S MICHIGAN AVE FROM E 84TH ST  (8400 S) TO E 87TH ST  (8700 S),14640.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S NORMAL AVE FROM W MARQUETTE RD  (6700 S) TO W 69TH ST  (6900 S),9760.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S PRAIRIE AVE FROM E 69TH ST  (6900 S) TO E 71ST ST  (7100 S),9760.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S PRAIRIE AVE FROM E 71ST ST  (7100 S) TO E 72ND ST  (7200 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S PRAIRIE AVE FROM E 77TH ST  (7700 S) TO E 78TH ST  (7800 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S PRAIRIE AVE FROM E 89TH ST  (8900 S) TO E 90TH ST  (9000 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S RHODES AVE FROM E 77TH ST  (7700 S) TO E 78TH ST  (7800 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S RHODES AVE FROM E 78TH ST  (7800 S) TO E 79TH ST  (7900 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S RHODES AVE FROM E 83RD ST  (8300 S) TO E 84TH ST  (8400 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S STEWART AVE FROM W 63RD ST  (6300 S) TO W MARQUETTE RD  (6700 S),17080.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S STEWART AVE FROM W 71ST ST  (7100 S) TO W 75TH ST  (7500 S),19520.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S ST LAWRENCE AVE FROM E 68TH ST  (6800 S) TO E 69TH ST  (6900 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S ST LAWRENCE AVE FROM E 83RD ST  (8300 S) TO E 84TH ST  (8400 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S VERNON AVE FROM E 72ND ST  (7200 S) TO E 74TH ST  (7400 S),9760.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S VERNON AVE FROM E 79TH ST  (7900 S) TO E 80TH ST  (8000 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S VERNON AVE FROM E 84TH ST  (8400 S) TO E 87TH ST  (8700 S),14640.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S WABASH AVE FROM E 83RD ST  (8300 S) TO E 87TH ST  (8700 S),19520.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON S WABASH AVE FROM E MARQUETTE RD  (6700 S) TO E 68TH ST  (6800 S),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON W 65TH ST FROM S LOWE AVE  (632 W) TO S HALSTED ST  (800 W),4880.0,Street Resurfacing
6,2024,Street Speed Hump Menu,ON W 65TH ST FROM S WENTWORTH AVE  (200 W) TO S STEWART AVE  (400 W),7320.0,Street Resurfacing
7,2024,ADA - Street Resurfacing Menu,ON E 81ST ST FROM S CRANDON AVE  (2300 E) TO S OGLESBY AVE  (2330 E),7406.94,Street Resurfacing
7,2024,ADA - Street Resurfacing Menu,ON E 96TH ST FROM S CONSTANCE AVE  (1840 E) TO S CHAPPEL AVE  (2100 E),15887.13,Street Resurfacing
7,2024,Alley Apron Menu,9058 S OGLESBY AVE,18568.2,Alleys
7,2024,Alley Apron Menu,ON E 77TH ST FROM S PHILLIPS AVE  (2430 E) TO S ESSEX AVE  (2500 E); 2443 E 77TH ST; 2444 E 77TH ST,22894.79,Alleys
7,2024,Alley Speed Hump Menu,E 72ND ST &  S CORNELL AVE&S EAST END AVE &  E 73RD ST,1450.0,Alleys
7,2024,Curb & Gutter Menu,ON S MERRILL AVE FROM E 91ST ST  (9100 S) TO E 94TH ST  (9400 S),95929.15,Street Resurfacing
7,2024,Sidewalk Menu,10042 S CALHOUN AVE,6356.29,Sidewalk Repair
7,2024,Sidewalk Menu,10055 S LUELLA AVE,15712.26,Sidewalk Repair
7,2024,Sidewalk Menu,10059 S OGLESBY AVE,14515.65,Sidewalk Repair
7,2024,Sidewalk Menu,2145 E 100TH ST,5454.66,Sidewalk Repair
7,2024,Sidewalk Menu,7219 S CONSTANCE AVE,3690.56,Sidewalk Repair
7,2024,Sidewalk Menu,7250 S CORNELL AVE,4354.81,Sidewalk Repair
7,2024,Sidewalk Menu,7328 S EUCLID AVE,6451.19,Sidewalk Repair
7,2024,Sidewalk Menu,7822-7824 S KINGSTON AVE,15241.19,Sidewalk Repair
7,2024,Sidewalk Menu,9100 S OGLESBY AVE,55506.46,Sidewalk Repair
7,2024,Sidewalk Menu,9116 S SAGINAW AVE,3302.59,Sidewalk Repair
7,2024,Sidewalk Menu,9347 S MANISTEE AVE,5142.99,Sidewalk Repair
7,2024,Street Light Upgrade Menu,7537 S PHILLIPS AVE; 7533 S PHILLIPS AVE,1000.0,Lighting
7,2024,Street Light Upgrade Menu,8218 S BRANDON AVE,500.0,Lighting
7,2024,Street Light Upgrade Menu,8340 S PAXTON AVE,500.0,Lighting
7,2024,Street Resurfacing Menu,ON E 73RD ST FROM 2600 E TO S EXCHANGE AVE  (2520 E),35231.4,Street Resurfacing
7,2024,Street Resurfacing Menu,ON E 78TH ST FROM 2948 E TO S EXCHANGE AVE  (2900 E),31659.21,Street Resurfacing
7,2024,Street Resurfacing Menu,ON E 81ST ST FROM S CRANDON AVE  (2300 E) TO S OGLESBY AVE  (2330 E),24162.7,Street Resurfacing
7,2024,Street Resurfacing Menu,ON E 96TH ST FROM S CONSTANCE AVE  (1840 E) TO S CHAPPEL AVE  (2100 E),108632.77,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S BRANDON AVE FROM E 82ND ST  (8200 S) TO E 83RD ST  (8300 S),71284.87,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S BURNHAM AVE FROM E 78TH ST  (7800 S) TO E 79TH ST  (7900 S),60386.88,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S CALHOUN AVE FROM E 102ND ST  (10200 S) TO E 103RD ST  (10300 S),28185.12,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S CORNELL AVE FROM E 71ST ST  (7100 S) TO E 72ND ST  (7200 S),63782.84,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S CRANDON AVE FROM E 99TH ST  (9900 S) TO E 100TH ST  (10000 S),60232.12,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S EUCLID AVE FROM E 74TH ST  (7400 S) TO E 75TH ST  (7500 S),47906.75,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S LUELLA AVE FROM E 99TH ST  (9900 S) TO E 100TH ST  (10000 S),60026.61,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S MANISTEE AVE FROM E 80TH ST  (8000 S) TO E 81ST ST  (8100 S),52031.36,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S MANISTEE AVE FROM E 93RD ST  (9300 S) TO E 94TH ST  (9400 S),58387.88,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S OGLESBY AVE FROM E 89TH ST  (8900 S) TO E 91ST ST  (9100 S),127577.12,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S PAXTON AVE FROM E 99TH ST  (9900 S) TO E 100TH ST  (10000 S),49642.83,Street Resurfacing
7,2024,Street Resurfacing Menu,ON S SAGINAW AVE FROM E 91ST ST  (9100 S) TO E 93RD ST  (9300 S),118670.89,Street Resurfacing
7,2024,Street Speed Hump Menu,ON E 74TH ST FROM S YATES BLVD  (2400 E) TO S PHILLIPS AVE  (2450 E),2440.0,Street Resurfacing
7,2024,Street Speed Hump Menu,ON S BALTIMORE AVE FROM E 83RD ST  (8300 S) TO E 84TH ST  (8400 S),9760.0,Street Resurfacing
7,2024,Street Speed Hump Menu,ON S CRANDON AVE FROM E 96TH ST  (9600 S) TO E 97TH ST  (9700 S),9760.0,Street Resurfacing
7,2024,Street Speed Hump Menu,ON S KINGSTON AVE FROM E 90TH ST  (9000 S) TO E 91ST ST  (9100 S),4880.0,Street Resurfacing
7,2024,Street Speed Hump Menu,ON S MANISTEE AVE FROM E 92ND ST  (9200 S) TO E 93RD ST  (9300 S),4880.0,Street Resurfacing
7,2024,Street Speed Hump Menu,ON S MARQUETTE AVE FROM E 78TH ST  (7800 S) TO E 79TH ST  (7900 S),4880.0,Street Resurfacing
7,2024,Street Speed Hump Menu,ON S PHILLIPS AVE FROM E 74TH ST  (7400 S) TO E 75TH ST  (7500 S),4880.0,Street Resurfacing
7,2024,Street Speed Hump Menu,ON S VAN VLISSINGEN RD FROM E 97TH ST  (9700 S) TO E 98TH ST  (9800 S),4880.0,Street Resurfacing
7,2024,Street Speed Hump Replacement,ON E 96TH ST FROM S CONSTANCE AVE  (1840 E) TO S CHAPPEL AVE  (2100 E),0.0,Street Resurfacing
7,2024,Street Speed Hump Replacement,ON S BURNHAM AVE FROM E 78TH ST  (7800 S) TO E 79TH ST  (7900 S),0.0,Street Resurfacing
7,2024,Street Speed Hump Replacement,ON S CORNELL AVE FROM E 71ST ST  (7100 S) TO E 72ND ST  (7200 S),0.0,Street Resurfacing
7,2024,Street Speed Hump Replacement,ON S CRANDON AVE FROM E 99TH ST  (9900 S) TO E 100TH ST  (10000 S),0.0,Street Resurfacing
7,2024,Street Speed Hump Replacement,ON S LUELLA AVE FROM E 99TH ST  (9900 S) TO E 100TH ST  (10000 S),0.0,Street Resurfacing
7,2024,Street Speed Hump Replacement,ON S MANISTEE AVE FROM E 80TH ST  (8000 S) TO E 81ST ST  (8100 S),0.0,Street Resurfacing
7,2024,Street Speed Hump Replacement,ON S OGLESBY AVE FROM E 89TH ST  (8900 S) TO E 91ST ST  (9100 S),0.0,Street Resurfacing
8,2024,ADA - Street Resurfacing Menu,ON E 86TH ST FROM S DORCHESTER AVE  (1400 E) TO S DANTE AVE  (1430 E),2887.23,Street Resurfacing
8,2024,ADA - Street Resurfacing Menu,ON S KIMBARK AVE FROM E 74TH ST  (7400 S) TO E 75TH ST  (7500 S),11213.19,Street Resurfacing
8,2024,Alley Speed Hump Menu,E 79TH ST &  S CLYDE AVE&S MERRILL AVE &  E 80TH ST,2175.0,Alleys
8,2024,Bollard Menu,8459 S JEFFERY BLVD,5091.96,Pedestrian Infrastructure
8,2024,Concrete Alley Menu,1748 E 83RD ST; S RIDGELAND AVE &  E 83RD ST&E 83RD ST &  S CREGIER AVE,14676.88,Alleys
8,2024,Curb & Gutter Menu,8810 S CLYDE AVE,7447.1,Street Resurfacing
8,2024,Curb & Gutter Menu,9017 S EAST END AVE,10073.66,Street Resurfacing
8,2024,Miscellaneous CDOT Projects,1738-1740 E 79TH ST; 1742-1744 E 79TH ST; 1748 E 79TH ST; 1710-1712 E 79TH ST,300.0,Misc. CDOT
8,2024,Miscellaneous CDOT Projects,7643 S SOUTH CHICAGO AVE; 7671 S SOUTH CHICAGO AVE; 7647 S SOUTH CHICAGO AVE; 7653 S SOUTH CHICAGO AVE,300.0,Misc. CDOT
8,2024,Sidewalk Menu,1006 E 76TH ST; 1010 E 76TH ST; 1004 E 76TH ST,27906.11,Sidewalk Repair
8,2024,Sidewalk Menu,545 E 88TH ST,12311.37,Sidewalk Repair
8,2024,Sidewalk Menu,8226 S DORCHESTER AVE,5264.31,Sidewalk Repair
8,2024,Sidewalk Menu,8545 S KENWOOD AVE,15263.82,Sidewalk Repair
8,2024,Sidewalk Menu,8829-8833 S EUCLID AVE,14674.07,Sidewalk Repair
8,2024,Sidewalk Menu,8906 S EAST END AVE,10260.33,Sidewalk Repair
8,2024,Sidewalk Menu,9143 S EUCLID AVE,3355.47,Sidewalk Repair
8,2024,Sidewalk Menu,9157 S CONSTANCE AVE,31073.07,Sidewalk Repair
8,2024,Sidewalk Menu,9200 S AVALON AVE; S AVALON AVE &  E 92ND ST,17807.6,Sidewalk Repair
8,2024,Sidewalk Menu,9747 S DOBSON AVE,6427.47,Sidewalk Repair
8,2024,Street Bump Outs Menu,S JEFFERY BLVD &  E 81ST ST,10879.95,Pedestrian Infrastructure
8,2024,Street Light Upgrade Menu,1643 E 86TH PL,500.0,Lighting
8,2024,Street Light Upgrade Menu,7914 S EUCLID AVE,500.0,Lighting
8,2024,Street Light Upgrade Menu,8321 S DANTE AVE,500.0,Lighting
8,2024,Street Light Upgrade Menu,9342 S EAST END AVE,500.0,Lighting
8,2024,Street Resurfacing Menu,ON E 77TH ST FROM S STONY ISLAND AVE  (1600 E) TO S EAST END AVE  (1700 E),32412.06,Street Resurfacing
8,2024,Street Resurfacing Menu,ON E 84TH ST FROM S DORCHESTER AVE  (1400 E) TO S DANTE AVE  (1430 E),28006.8,Street Resurfacing
8,2024,Street Resurfacing Menu,ON E 85TH PL FROM 1224 E TO S AVALON AVE  (1300 E),41162.02,Street Resurfacing
8,2024,Street Resurfacing Menu,ON E 85TH ST FROM S BLACKSTONE AVE  (1500 E) TO S EAST END AVE  (1700 E),112300.27,Street Resurfacing
8,2024,Street Resurfacing Menu,ON E 86TH PL FROM S EAST END AVE  (1700 E) TO S CREGIER AVE  (1800 E),11743.8,Street Resurfacing
8,2024,Street Resurfacing Menu,ON E 86TH ST FROM S DORCHESTER AVE  (1400 E) TO S DANTE AVE  (1430 E),29954.34,Street Resurfacing
8,2024,Street Resurfacing Menu,ON E 87TH PL FROM S EBERHART AVE  (500 E) TO S ST LAWRENCE AVE  (600 E),49079.24,Street Resurfacing
8,2024,Street Resurfacing Menu,ON E 90TH PL FROM 1400 E TO S DANTE AVE  (1500 E),38431.59,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S BENNETT AVE FROM E 90TH ST  (9000 S) TO E 91ST ST  (9100 S),53400.95,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S CORNELL AVE FROM E 82ND ST  (8200 S) TO E 83RD ST  (8300 S),55078.42,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S CRANDON AVE FROM 8714 S TO E 88TH ST  (8800 S),38284.65,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S CREGIER AVE FROM E 76TH ST  (7600 S) TO E 77TH ST  (7700 S),50445.94,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S DOBSON AVE FROM E 90TH ST  (9000 S) TO E 91ST ST  (9100 S),63540.14,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S DREXEL AVE FROM E 84TH ST  (8400 S) TO E 85TH ST  (8500 S),53962.62,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S GREENWOOD AVE FROM E 95TH ST  (9500 S) TO E 96TH ST  (9600 S),56957.43,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S HARPER AVE FROM E 81ST ST  (8100 S) TO E 82ND ST  (8200 S),58226.21,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S INGLESIDE AVE FROM E 81ST ST  (8100 S) TO E 82ND ST  (8200 S),62248.46,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S KENWOOD AVE FROM E 83RD ST  (8300 S) TO E 85TH ST  (8530 S),97567.59,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S KIMBARK AVE FROM E 74TH ST  (7400 S) TO E 75TH ST  (7500 S),66454.24,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S RIDGELAND AVE FROM E 90TH ST  (9000 S) TO E 91ST ST  (9100 S),54902.27,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S RIDGELAND AVE FROM E 93RD ST  (9300 S) TO E 94TH ST  (9400 S),54223.02,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S UNIVERSITY AVE FROM E 96TH ST  (9600 S) TO E 97TH ST  (9700 S),46799.04,Street Resurfacing
8,2024,Street Resurfacing Menu,ON S WOODLAWN AVE FROM E 85TH ST  (8500 S) TO S AVALON AVE  (8599 S),81501.97,Street Resurfacing
8,2024,Street Speed Hump Menu,ON E 92ND ST FROM S STONY ISLAND AVE  (1600 E) TO S CREGIER AVE  (1800 E),9760.0,Street Resurfacing
8,2024,Street Speed Hump Menu,ON S RIDGELAND AVE FROM E 93RD ST  (9300 S) TO E 94TH ST  (9400 S),4700.0,Street Resurfacing
8,2024,Street Speed Hump Replacement,ON E 85TH ST FROM S BLACKSTONE AVE  (1500 E) TO S EAST END AVE  (1700 E),0.0,Street Resurfacing
8,2024,Street Speed Hump Replacement,ON S CREGIER AVE FROM E 76TH ST  (7600 S) TO E 77TH ST  (7700 S),0.0,Street Resurfacing
8,2024,Street Speed Hump Replacement,ON S DOBSON AVE FROM E 90TH ST  (9000 S) TO E 91ST ST  (9100 S),0.0,Street Resurfacing
8,2024,Street Speed Hump Replacement,ON S HARPER AVE FROM E 81ST ST  (8100 S) TO E 82ND ST  (8200 S),0.0,Street Resurfacing
8,2024,Street Speed Hump Replacement,ON S INGLESIDE AVE FROM E 81ST ST  (8100 S) TO E 82ND ST  (8200 S),0.0,Street Resurfacing
8,2024,Street Speed Hump Replacement,ON S KIMBARK AVE FROM E 74TH ST  (7400 S) TO E 75TH ST  (7500 S),0.0,Street Resurfacing
9,2024,ADA - Alley Resurfacing Menu,E 112TH PL &  S STATE ST&S MICHIGAN AVE &  E 113TH ST,5820.9,Alleys
9,2024,Alley Resurfacing Menu,E 112TH PL &  S STATE ST&S MICHIGAN AVE &  E 113TH ST,36148.94,Alleys
9,2024,Alley Speed Hump Replacement,E 112TH PL &  S STATE ST&S MICHIGAN AVE &  E 113TH ST,0.0,Alleys
9,2024,Bollard Menu,12107 S HARVARD AVE,2630.9,Pedestrian Infrastructure
9,2024,Bollard Menu,148 W 111TH PL,1615.66,Pedestrian Infrastructure
9,2024,Bollard Menu,S RHODES AVE &  E 102ND ST,2028.82,Pedestrian Infrastructure
9,2024,Miscellaneous CDOT Projects,11117 S EDBROOKE AVE; 46 E 107TH ST; 10010 S STATE ST; 10157 S LAFAYETTE AVE; 122 E103RD ST; 132 E 103RD ST; 22-26 E 119TH ST; 15-21 E 100TH ST; 10422-10428 S MARYLAND AVE; 10200-10202 S PARNELL AVE,1500.0,Misc. CDOT
9,2024,Sidewalk Menu,10522 S CALUMET AVE,5858.08,Sidewalk Repair
9,2024,Sidewalk Menu,10841 S PRAIRIE AVE,8309.18,Sidewalk Repair
9,2024,Sidewalk Menu,12100 S HARVARD AVE,3849.05,Sidewalk Repair
9,2024,Sidewalk Menu,12234 S LA SALLE ST,7478.82,Sidewalk Repair
9,2024,Sidewalk Menu,12500 S EMERALD AVE,36472.78,Sidewalk Repair
9,2024,Sidewalk Menu,12530 S WALLACE ST,5072.29,Sidewalk Repair
9,2024,Sidewalk Menu,12825 S WALLACE ST,26221.25,Sidewalk Repair
9,2024,Sidewalk Menu,12869 S GREEN ST,1301.91,Sidewalk Repair
9,2024,Sidewalk Menu,27 E 102ND PL,4286.51,Sidewalk Repair
9,2024,Sidewalk Menu,655-657 E 114TH ST,17775.25,Sidewalk Repair
9,2024,Sidewalk Menu,9308 S NORMAL AVE,5786.9,Sidewalk Repair
9,2024,Sidewalk Menu,9801 S CALUMET AVE,6801.17,Sidewalk Repair
9,2024,Sidewalk Menu,9824 S INDIANA AVE,3251.28,Sidewalk Repair
9,2024,Sidewalk Menu,ON W 125TH PL FROM S PARNELL AVE  (550 W) TO S WALLACE ST  (600 W),50000.0,Sidewalk Repair
9,2024,Street Light Upgrade Menu,127 E 107TH ST,500.0,Lighting
9,2024,Street Light Upgrade Menu,559 E 104TH ST,500.0,Lighting
9,2024,Street Resurfacing Menu,ON E 112TH ST FROM S ST LAWRENCE AVE  (600 E) TO S CHAMPLAIN AVE  (630 E),107559.13,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S EDBROOKE AVE FROM E 105TH ST  (10500 S) TO E 107TH ST  (10700 S),113114.2,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S EMERALD AVE FROM W VERMONT ST  (12730 S) TO W 128TH PL  (12830 S),61977.9,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S FOREST AVE FROM E 105TH ST  (10500 S) TO E 106TH ST  (10600 S),56916.13,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S FOREST AVE FROM E 108TH ST  (10800 S) TO E 109TH ST  (10900 S),44466.7,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S LA SALLE ST FROM W 95TH ST  (9500 S) TO W 96TH ST  (9600 S),54138.92,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S NORMAL AVE FROM W 96TH ST  (9600 S) TO W 97TH ST  (9700 S),71666.98,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S PERRY AVE FROM W 95TH ST  (9500 S) TO W 96TH ST  (9600 S),53463.65,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S PRAIRIE AVE FROM E 115TH ST  (11500 S) TO E KENSINGTON AVE  (11550 S),59469.82,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S STEWART AVE FROM W 124TH ST  (12400 S) TO W 125TH ST  (12500 S),49617.56,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S WENTWORTH AVE FROM W 95TH ST  (9500 S) TO W 96TH ST  (9600 S),62565.09,Street Resurfacing
9,2024,Street Resurfacing Menu,ON S YALE AVE FROM W 97TH ST  (9700 S) TO W 98TH ST  (9800 S),63011.81,Street Resurfacing
9,2024,Street Resurfacing Menu,ON W 103RD PL FROM S STATE ST  (0 E) TO S PERRY AVE  (100 W),64900.21,Street Resurfacing
9,2024,Street Resurfacing Menu,ON W 104TH ST FROM S STATE ST  (0 E) TO S WENTWORTH AVE  (200 W),126349.58,Street Resurfacing
9,2024,Street Resurfacing Menu,ON W 96TH PL FROM S EGGLESTON AVE  (400 W) TO S NORMAL AVE  (500 W),47859.15,Street Resurfacing
9,2024,Street Resurfacing Menu,ON W 98TH ST FROM 221 W TO S HARVARD AVE  (330 W); 221-330 W 98TH ST,139073.02,Street Resurfacing
9,2024,Street Resurfacing Menu,ON W 98TH ST FROM S EGGLESTON AVE  (400 W) TO S NORMAL AVE  (500 W),46033.67,Street Resurfacing
9,2024,Street Speed Hump Replacement,ON S YALE AVE FROM W 97TH ST  (9700 S) TO W 98TH ST  (9800 S),0.0,Street Resurfacing
9,2024,Street Speed Hump Replacement,ON W 103RD PL FROM S STATE ST  (0 E) TO S PERRY AVE  (100 W),0.0,Street Resurfacing
9,2024,Street Speed Hump Replacement,ON W 104TH ST FROM S STATE ST  (0 E) TO S WENTWORTH AVE  (200 W),0.0,Street Resurfacing
9,2024,Street Speed Hump Replacement,ON W 96TH PL FROM S EGGLESTON AVE  (400 W) TO S NORMAL AVE  (500 W),0.0,Street Resurfacing
10,2024,Diagonal Parking Menu,3325 E 106TH ST,25182.49,Street Redesign
10,2024,Miscellaneous CDOT Projects,11000 S MACKINAW AVE,660.0,Misc. CDOT
10,2024,Sidewalk Menu,10001 S EXCHANGE AVE,1170.11,Sidewalk Repair
10,2024,Sidewalk Menu,10129 S AVENUE N,6999.08,Sidewalk Repair
10,2024,Sidewalk Menu,10143 S AVENUE N,3050.97,Sidewalk Repair
10,2024,Sidewalk Menu,10417 S AVENUE M,6876.3,Sidewalk Repair
10,2024,Sidewalk Menu,10418 S AVENUE G,12684.42,Sidewalk Repair
10,2024,Sidewalk Menu,10458 S AVENUE L,18257.67,Sidewalk Repair
10,2024,Sidewalk Menu,10500 S HOXIE AVE,18383.18,Sidewalk Repair
10,2024,Sidewalk Menu,10634-10636 S AVENUE H,13309.03,Sidewalk Repair
10,2024,Sidewalk Menu,10857 S AVENUE L,22232.85,Sidewalk Repair
10,2024,Sidewalk Menu,10919 S AVENUE O,8689.71,Sidewalk Repair
10,2024,Sidewalk Menu,11003 S AVENUE E,18601.84,Sidewalk Repair
10,2024,Sidewalk Menu,11020 S AVENUE F,5460.87,Sidewalk Repair
10,2024,Sidewalk Menu,11040 S AVENUE C,7477.06,Sidewalk Repair
10,2024,Sidewalk Menu,11051 S EWING AVE,8022.28,Sidewalk Repair
10,2024,Sidewalk Menu,11056 S STATE LINE RD,46750.99,Sidewalk Repair
10,2024,Sidewalk Menu,11100-11108 S STATE LINE RD,70769.01,Sidewalk Repair
10,2024,Sidewalk Menu,11106-11110 S AVENUE J,8617.48,Sidewalk Repair
10,2024,Sidewalk Menu,11202 S GREEN BAY AVE,5007.4,Sidewalk Repair
10,2024,Sidewalk Menu,11300 S AVENUE H,14918.92,Sidewalk Repair
10,2024,Sidewalk Menu,12808 S MUSKEGON AVE,6498.74,Sidewalk Repair
10,2024,Sidewalk Menu,12858 S COMMERCIAL AVE,7457.25,Sidewalk Repair
10,2024,Sidewalk Menu,12941 S MUSKEGON AVE,6214.87,Sidewalk Repair
10,2024,Sidewalk Menu,12950 S HOUSTON AVE,12868.55,Sidewalk Repair
10,2024,Sidewalk Menu,13020 S MANISTEE AVE,5043.59,Sidewalk Repair
10,2024,Sidewalk Menu,13037 S MANISTEE AVE,7439.23,Sidewalk Repair
10,2024,Sidewalk Menu,13108 S AVENUE O,4288.11,Sidewalk Repair
10,2024,Sidewalk Menu,13156 S ST LAWRENCE AVE,7957.14,Sidewalk Repair
10,2024,Sidewalk Menu,13518 S BURLEY AVE,7395.01,Sidewalk Repair
