ward,year,item,location,cost,category
12,2024,Alley Resurfacing Menu,S WASHTENAW AVE &  W 44TH ST&W 45TH ST &  S FAIRFIELD AVE,33199.1,Alleys
12,2024,Alley Speed Hump Menu,3731 S WOLCOTT AVE; W 37TH ST &  S HONORE ST&S WOLCOTT AVE &  W 38TH ST,725.0,Alleys
12,2024,Alley Speed Hump Menu,S WASHTENAW AVE &  W 44TH ST&W 45TH ST &  S FAIRFIELD AVE,0.0,Alleys
12,2024,Alley Speed Hump Replacement,3300-3400 S ARCHER AVE; S ARCHER AVE &  W 33RD ST&W 34TH ST &  S DAMEN AVE,0.0,Alleys
12,2024,Alley Speed Hump Replacement,S HONORE ST &  W 36TH ST&W 37TH ST &  S WOOD ST,0.0,Alleys
12,2024,Alley Speed Hump Replacement,S RICHMOND ST &  W 45TH ST&W 46TH ST &  S FRANCISCO AVE,0.0,Alleys
12,2024,Arterial Street Bump Outs Menu,S LEAVITT ST &  S ARCHER AVE,260000.0,Pedestrian Infrastructure
12,2024,Bollard Menu,3500 S WESTERN AVE,5052.18,Pedestrian Infrastructure
12,2024,Bollard Menu,3505 S MAPLEWOOD AVE,41932.13,Pedestrian Infrastructure
12,2024,Concrete Alley Menu,S ARCHER AVE &  S BLAKE ST; W 37TH ST &  S ARCHER AVE,96886.82,Alleys
12,2024,Concrete Alley Menu,S SEELEY AVE &  W 33RD ST&W 34TH ST &  S DAMEN AVE; 3345-3349 S SEELEY AVE,10754.76,Alleys
12,2024,Curb & Gutter Menu,ON W 36TH PL FROM S WASHTENAW AVE  (2700 W) TO S CALIFORNIA AVE  (2800 W); 2701 W 36TH PL,36934.44,Street Resurfacing
12,2024,Curb & Gutter Menu,ON W 38TH ST FROM S FRANCISCO AVE  (2900 W) TO S SACRAMENTO AVE  (3000 W),6187.35,Street Resurfacing
12,2024,Gunsaulus Elementary - Playground Improvements,4420 S SACRAMENTO AVE,28748.8,Parks
12,2024,Miscellaneous CDOT Projects,3600 S WESTERN BLVD,660.0,Misc. CDOT
12,2024,Miscellaneous CDOT Projects,3932 S ROCKWELL ST,660.0,Misc. CDOT
12,2024,Pavement Markings Menu,3002 W 42ND ST,4500.0,Street Redesign
12,2024,Speed Indicator Signs,W 36TH ST &  S WESTERN BLVD,28000.0,Traffic Signals
12,2024,Street Light Residential Staggered Piggy Back Menu,ON S LEAVITT ST FROM 3512 S TO W 34TH ST  (3400 S),163000.0,Lighting
12,2024,Street Light Upgrade Menu,3537-3659 S WESTERN BLVD,500.0,Lighting
12,2024,Street Resurfacing Menu,ON S CAMPBELL AVE FROM W POPE JOHN PAUL II DR  (4300 S) TO W 45TH ST  (4500 S),95518.47,Street Resurfacing
12,2024,Street Resurfacing Menu,ON S FAIRFIELD AVE FROM 4302 S TO W 45TH ST  (4500 S),114584.51,Street Resurfacing
12,2024,Street Resurfacing Menu,ON S MAPLEWOOD AVE FROM W 44TH ST  (4400 S) TO W 45TH ST  (4500 S),45454.83,Street Resurfacing
12,2024,Street Resurfacing Menu,ON S ROCKWELL ST FROM W 35TH ST  (3500 S) TO W 36TH PL  (3630 S),117376.98,Street Resurfacing
12,2024,Street Resurfacing Menu,ON S WASHTENAW AVE FROM W 35TH ST  (3500 S) TO W 35TH PL  (3530 S),28104.72,Street Resurfacing
12,2024,Street Resurfacing Menu,ON W 37TH PL FROM 3427 W TO S HOMAN AVE  (3400 W),28331.92,Street Resurfacing
12,2024,Street Resurfacing Menu,ON W 38TH ST FROM S CALIFORNIA AVE  (2800 W) TO S FRANCISCO AVE  (2900 W),75502.76,Street Resurfacing
12,2024,Street Resurfacing Menu,ON W 38TH ST FROM S FRANCISCO AVE  (2900 W) TO S SACRAMENTO AVE  (3000 W),80135.37,Street Resurfacing
12,2024,Street Speed Hump Menu,4600-4644 S ROCKWELL ST; ON S ROCKWELL ST FROM W 46TH ST  (4600 S) TO W 47TH ST (4700 S),4880.0,Street Resurfacing
12,2024,Street Speed Hump Menu,ON W 40TH PL FROM S ALBANY AVE  (3100 W) TO S KEDZIE AVE  (3200 W),4880.0,Street Resurfacing
12,2024,Street Speed Hump Replacement,ON S CAMPBELL AVE FROM W POPE JOHN PAUL II DR  (4300 S) TO W 45TH ST  (4500 S),0.0,Street Resurfacing
12,2024,Street Speed Hump Replacement,ON S MAPLEWOOD AVE FROM W 44TH ST  (4400 S) TO W 45TH ST  (4500 S),0.0,Street Resurfacing
13,2024,Alley Apron Menu,5759 S MASON AVE,25912.9,Alleys
13,2024,Alley Apron Menu,5801 S MELVINA AVE,4677.51,Alleys
13,2024,Alley Apron Menu,6244 S MAJOR AVE,5341.86,Alleys
13,2024,Alley Apron Menu,7059 W 63RD PL,23055.67,Alleys
13,2024,Alley Speed Hump Menu,5545 S NEWCASTLE AVE,725.0,Alleys
13,2024,Alley Speed Hump Menu,5710 W 56TH ST,725.0,Alleys
13,2024,Alley Speed Hump Menu,6244 S NASHVILLE AVE,725.0,Alleys
13,2024,Alley Speed Hump Menu,W ARCHER AVE &  S NEW ENGLAND AVE&S NEWCASTLE AVE &  W 56TH ST,1450.0,Alleys
13,2024,Bollard Menu,4459 W 55TH ST,1549.16,Pedestrian Infrastructure
13,2024,Bollard Menu,5915 S NATOMA AVE,1532.67,Pedestrian Infrastructure
13,2024,Curb & Gutter Menu,4134 W 58TH ST,2697.24,Street Resurfacing
13,2024,Curb & Gutter Menu,5711 S MASON AVE; 5719 S MASON AVE,8752.59,Street Resurfacing
13,2024,Curb & Gutter Menu,5804 S NEWCASTLE AVE; 5827 S NEWCASTLE AVE; 5841 S NEWCASTLE AVE,7932.29,Street Resurfacing
13,2024,Curb & Gutter Menu,5812 S KILDARE AVE,3065.06,Street Resurfacing
13,2024,Curb & Gutter Menu,5819-5823 S NARRAGANSETT AVE; 5854 S NARRAGANSETT AVE; 5826 S NARRAGANSETT AVE,21311.1,Street Resurfacing
13,2024,Curb & Gutter Menu,6006 S MOODY AVE,2549.47,Street Resurfacing
13,2024,Curb & Gutter Menu,6200 S NEENAH AVE; 6218 S NEENAH AVE,13063.24,Street Resurfacing
13,2024,Curb & Gutter Menu,6350 S OAK PARK AVE; 6356 S OAK PARK AVE,9217.85,Street Resurfacing
13,2024,Floodlight Menu,5518 S NEVA AVE,950.0,Lighting
13,2024,Floodlight Menu,5925 S MEADE AVE,950.0,Lighting
13,2024,Floodlight Menu,6455 S NATCHEZ AVE,950.0,Lighting
13,2024,Floodlight Menu,6458 W 60TH ST,950.0,Lighting
13,2024,Floodlight Menu,6559 S KNOX AVE,950.0,Lighting
13,2024,Miscellaneous CDOT Projects,5501 S MERRIMAC AVE,412.22,Misc. CDOT
13,2024,Miscellaneous CDOT Projects,6001 S AUSTIN AVE; S AUSTIN AVE &  W 60TH ST,12500.0,Misc. CDOT
13,2024,Pavement Markings Menu,W 55TH ST &  S CENTRAL AVE; W ARCHER AVE &  S OAK PARK AVE; W ARCHER AVE &  S NASHVILLE AVE; W 65TH ST &  S PULASKI RD; W 63RD ST &  S OAK PARK AVE,9903.92,Street Redesign
13,2024,Pavement Markings Menu,W ARCHER AVE &  S SAYRE AVE,9304.0,Street Redesign
13,2024,Sidewalk Menu,4134 W 63RD ST; W 63RD ST &  S KEDVALE AVE,16949.34,Sidewalk Repair
13,2024,Sidewalk Menu,4528 W 64TH PL,5134.29,Sidewalk Repair
13,2024,Sidewalk Menu,4543-4559 W 64TH ST,24977.5,Sidewalk Repair
13,2024,Sidewalk Menu,5214 W 64TH PL; W 64TH PL &  S LATROBE AVE,3270.05,Sidewalk Repair
13,2024,Sidewalk Menu,5515 S KOLMAR AVE,993.08,Sidewalk Repair
13,2024,Sidewalk Menu,5534 S MCVICKER AVE,3585.18,Sidewalk Repair
13,2024,Sidewalk Menu,5534 S NORDICA AVE,1956.39,Sidewalk Repair
13,2024,Sidewalk Menu,5556 S NEENAH AVE,3680.62,Sidewalk Repair
13,2024,Sidewalk Menu,5558 S KOLMAR AVE,10345.98,Sidewalk Repair
13,2024,Sidewalk Menu,5606 S NORMANDY AVE,7933.36,Sidewalk Repair
13,2024,Sidewalk Menu,5616 S MOODY AVE; 5601 S MOODY AVE,3639.67,Sidewalk Repair
13,2024,Sidewalk Menu,5639 S RUTHERFORD AVE,6241.51,Sidewalk Repair
13,2024,Sidewalk Menu,5642 S AUSTIN AVE,2606.53,Sidewalk Repair
13,2024,Sidewalk Menu,5651 S NEWLAND AVE,5759.37,Sidewalk Repair
13,2024,Sidewalk Menu,5655 S NEENAH AVE,8078.61,Sidewalk Repair
13,2024,Sidewalk Menu,5658 S SAYRE AVE,3662.02,Sidewalk Repair
13,2024,Sidewalk Menu,5709 S NATCHEZ AVE,4466.03,Sidewalk Repair
13,2024,Sidewalk Menu,5711 S MEADE AVE,3208.24,Sidewalk Repair
13,2024,Sidewalk Menu,5717 S MOODY AVE,5574.87,Sidewalk Repair
13,2024,Sidewalk Menu,5734 S KILBOURN AVE,4220.68,Sidewalk Repair
13,2024,Sidewalk Menu,5744 S MERRIMAC AVE,2471.73,Sidewalk Repair
13,2024,Sidewalk Menu,5824 S MERRIMAC AVE,3558.69,Sidewalk Repair
13,2024,Sidewalk Menu,5834 S NATCHEZ AVE,5243.87,Sidewalk Repair
13,2024,Sidewalk Menu,5842 S MONITOR AVE,1001.03,Sidewalk Repair
13,2024,Sidewalk Menu,5859 S NEWCASTLE AVE; 5819 S NEWCASTLE AVE,17573.96,Sidewalk Repair
13,2024,Sidewalk Menu,5900 W 64TH ST; 5904 W 64TH ST; 5908 W 64TH ST; 5910 W 64TH ST,8899.11,Sidewalk Repair
13,2024,Sidewalk Menu,5915 S MOODY AVE,2029.94,Sidewalk Repair
13,2024,Sidewalk Menu,5940 S MASSASOIT AVE,2436.63,Sidewalk Repair
13,2024,Sidewalk Menu,5941 W 64TH PL,4262.31,Sidewalk Repair
13,2024,Sidewalk Menu,5944 S MASSASOIT AVE,6941.25,Sidewalk Repair
13,2024,Sidewalk Menu,6027 S MULLIGAN AVE,1103.0,Sidewalk Repair
13,2024,Sidewalk Menu,6032 S KEATING AVE; 6059 S KEATING AVE,5190.7,Sidewalk Repair
13,2024,Sidewalk Menu,6037 S KILDARE AVE,3220.81,Sidewalk Repair
13,2024,Sidewalk Menu,6039 S KILBOURN AVE,4138.12,Sidewalk Repair
13,2024,Sidewalk Menu,6058 S KOLIN AVE,11904.5,Sidewalk Repair
13,2024,Sidewalk Menu,6104 S KEELER AVE; 6119 S KEELER AVE,6747.46,Sidewalk Repair
13,2024,Sidewalk Menu,6124 S MASSASOIT AVE,2644.23,Sidewalk Repair
13,2024,Sidewalk Menu,6134 S KEELER AVE,839.08,Sidewalk Repair
13,2024,Sidewalk Menu,6141 S TRIPP AVE; 6144 S TRIPP AVE; 6158 S TRIPP AVE,2202.12,Sidewalk Repair
13,2024,Sidewalk Menu,6153 W 63RD PL,1528.81,Sidewalk Repair
13,2024,Sidewalk Menu,6158 S NATCHEZ AVE,5508.51,Sidewalk Repair
13,2024,Sidewalk Menu,6200 S KENNETH AVE,10015.17,Sidewalk Repair
13,2024,Sidewalk Menu,6207 S TRIPP AVE,2757.31,Sidewalk Repair
13,2024,Sidewalk Menu,6215-6217 S MASSASOIT AVE; 6218 S MASSASOIT AVE,11980.07,Sidewalk Repair
13,2024,Sidewalk Menu,6216 S KOMENSKY AVE,4577.88,Sidewalk Repair
13,2024,Sidewalk Menu,6230 S KILPATRICK AVE,2420.9,Sidewalk Repair
13,2024,Sidewalk Menu,6242 S KEDVALE AVE,4199.94,Sidewalk Repair
13,2024,Sidewalk Menu,6249 W 63RD PL,2693.09,Sidewalk Repair
13,2024,Sidewalk Menu,6254 W 60TH ST,12101.83,Sidewalk Repair
13,2024,Sidewalk Menu,6327 S KEELER AVE,4339.15,Sidewalk Repair
13,2024,Sidewalk Menu,6330 W 64TH ST,3483.3,Sidewalk Repair
13,2024,Sidewalk Menu,6334 W 63RD PL,1162.98,Sidewalk Repair
13,2024,Sidewalk Menu,6339 S KEATING AVE,1090.37,Sidewalk Repair
13,2024,Sidewalk Menu,6355 S KNOX AVE,3347.91,Sidewalk Repair
13,2024,Sidewalk Menu,6358 S TRIPP AVE,2620.48,Sidewalk Repair
13,2024,Sidewalk Menu,6401 S LAPORTE AVE,17830.67,Sidewalk Repair
13,2024,Sidewalk Menu,6405 S KARLOV AVE,3409.28,Sidewalk Repair
13,2024,Sidewalk Menu,6412 S LECLAIRE AVE,639.43,Sidewalk Repair
13,2024,Sidewalk Menu,6423 S LOCKWOOD AVE,5721.61,Sidewalk Repair
13,2024,Sidewalk Menu,6429 S TRIPP AVE,2518.58,Sidewalk Repair
13,2024,Sidewalk Menu,6453 S KNOX AVE,3134.24,Sidewalk Repair
13,2024,Sidewalk Menu,6501 S KEELER AVE,827.9,Sidewalk Repair
13,2024,Sidewalk Menu,6517 W 63RD PL; 6539 W 63RD PL,6719.6,Sidewalk Repair
13,2024,Sidewalk Menu,6552 S KEDVALE AVE,4073.84,Sidewalk Repair
13,2024,Sidewalk Menu,6607 W 59TH ST,669.2,Sidewalk Repair
13,2024,Sidewalk Menu,6645 S KILPATRICK AVE,1088.99,Sidewalk Repair
13,2024,Sidewalk Menu,6750 W 63RD PL,3030.97,Sidewalk Repair
13,2024,Sidewalk Menu,6825 W 64TH ST,2697.33,Sidewalk Repair
13,2024,Sidewalk Menu,6835 W 63RD PL; 6841 W 63RD PL,5059.76,Sidewalk Repair
13,2024,Sidewalk Menu,6848 W 64TH PL,4053.46,Sidewalk Repair
13,2024,Sidewalk Menu,7015 W 64TH ST,2757.31,Sidewalk Repair
13,2024,Sidewalk Menu,7129 W 63RD PL,4198.1,Sidewalk Repair
13,2024,Sidewalk Menu,S MAYFIELD AVE &  W 61ST ST; 6101 S MAYFIELD AVE,9758.79,Sidewalk Repair
13,2024,Sidewalk Menu,S NARRAGANSETT AVE &  W 61ST ST; 6101 S NARRAGANSETT AVE,8743.84,Sidewalk Repair
13,2024,Street Light Upgrade Menu,4141 W 57TH ST,500.0,Lighting
13,2024,Street Light Upgrade Menu,5534 S NEVA AVE; 5518 S NEVA AVE; 5554 S NEVA AVE; 5530 S NEVA AVE,3750.0,Lighting
13,2024,Street Light Upgrade Menu,5544 S KOLIN AVE,500.0,Lighting
13,2024,Street Light Upgrade Menu,5800 S KILBOURN AVE,500.0,Lighting
13,2024,Street Light Upgrade Menu,5800 W 60TH ST,500.0,Lighting
13,2024,Street Light Upgrade Menu,5818-5820 S NEW ENGLAND AVE,500.0,Lighting
13,2024,Street Light Upgrade Menu,5839 S RUTHERFORD AVE,500.0,Lighting
13,2024,Street Light Upgrade Menu,5859 W 59TH ST; 5835 W 59TH ST,1000.0,Lighting
13,2024,Street Light Upgrade Menu,5901 W 59TH ST,500.0,Lighting
13,2024,Street Light Upgrade Menu,6341 W 63RD PL,500.0,Lighting
13,2024,Street Light Upgrade Menu,6358 S LAPORTE AVE,500.0,Lighting
13,2024,Street Light Upgrade Menu,6513 W 63RD PL,500.0,Lighting
13,2024,Street Light Upgrade Menu,6908 W 65TH ST,500.0,Lighting
13,2024,Street Resurfacing Menu,ON S KENNETH AVE FROM W 55TH ST  (5500 S) TO W 56TH ST  (5600 S),52817.74,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S MASSASOIT AVE FROM W 59TH ST  (5900 S) TO W 60TH ST  (6000 S),25601.48,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S MERRIMAC AVE FROM W 55TH ST  (5500 S) TO W 58TH ST  (5800 S),59012.6,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S MERRIMAC AVE FROM W 62ND ST  (6200 S) TO W 63RD ST  (6300 S),54168.28,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NAGLE AVE FROM W 57TH ST  (5700 S) TO W 58TH ST  (5800 S),55548.17,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NATCHEZ AVE FROM W ARCHER AVE  (5500 S) TO W 56TH ST  (5600 S),42218.96,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NATOMA AVE FROM W ARCHER AVE  (5500 S) TO W 56TH ST  (5600 S),51173.61,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NEWCASTLE AVE FROM W ARCHER AVE  (5500 S) TO W 56TH ST  (5600 S),51614.0,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NEW ENGLAND AVE FROM 5925 S TO W 59TH ST  (5899 S),17717.43,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NEWLAND AVE FROM W ARCHER AVE  (5500 S) TO W 58TH ST  (5800 S),61009.04,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NORDICA AVE FROM W 56TH ST  (5600 S) TO W 57TH ST  (5700 S),55460.1,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S NORMANDY AVE FROM W 59TH ST  (5899 S) TO W 60TH ST  (6000 S),12976.9,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S OAK PARK AVE FROM W 56TH ST  (5599 S) TO W 57TH ST  (5700 S),53170.05,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S OAK PARK AVE FROM W ARCHER AVE  (5500 S) TO W 56TH ST  (5599 S),57124.81,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S RUTHERFORD AVE FROM W 56TH ST  (5600 S) TO W 57TH ST  (5700 S),56542.42,Street Resurfacing
13,2024,Street Resurfacing Menu,ON S SAYRE AVE FROM W ARCHER AVE  (5500 S) TO W 56TH ST  (5600 S),55902.83,Street Resurfacing
13,2024,Street Resurfacing Menu,ON W 58TH ST FROM S MAJOR AVE  (5700 W) TO S MELVINA AVE  (6200 W),58585.73,Street Resurfacing
13,2024,Street Resurfacing Menu,ON W 64TH ST FROM S MOBILE AVE  (6300 W) TO S NARRAGANSETT AVE  (6400 W),54256.36,Street Resurfacing
13,2024,Street Resurfacing Menu,ON W 64TH ST FROM S OAK PARK AVE  (6800 W) TO S NEW ENGLAND AVE  (6900 W),54483.27,Street Resurfacing
13,2024,Street Speed Hump Menu,ON S KEELER AVE FROM W 66TH ST  (6600 S) TO W MARQUETTE RD  (6700 S),4880.0,Street Resurfacing
13,2024,Street Speed Hump Menu,ON S MELVINA AVE FROM W 62ND ST  (6200 S) TO W 63RD ST  (6300 S),4880.0,Street Resurfacing
13,2024,Street Speed Hump Replacement,ON S OAK PARK AVE FROM W ARCHER AVE  (5500 S) TO W 56TH ST  (5599 S),0.0,Street Resurfacing
13,2024,Street Speed Hump Replacement,ON S SAYRE AVE FROM W ARCHER AVE  (5500 S) TO W 56TH ST  (5600 S),0.0,Street Resurfacing
14,2024,Alley Apron Menu,2914 W 54TH ST,17136.28,Alleys
14,2024,Alley Apron Menu,3401 W 65TH PL,28760.79,Alleys
14,2024,Alley Apron Menu,5114 S HOMAN AVE,16287.81,Alleys
14,2024,Alley Resurfacing Menu,W 52ND ST &  S TALMAN AVE&S WASHTENAW AVE &  W 53RD ST,35036.52,Alleys
14,2024,Alley Resurfacing Menu,W 56TH ST &  S SPAULDING AVE&S SAWYER AVE &  W 57TH ST,40320.5,Alleys
14,2024,Alley Resurfacing Menu,W 57TH ST &  S TRUMBULL AVE&S ST LOUIS AVE &  W 58TH ST,50638.94,Alleys
14,2024,Alley Speed Hump Replacement,W 52ND ST &  S TALMAN AVE&S WASHTENAW AVE &  W 53RD ST,0.0,Alleys
14,2024,Alley Speed Hump Replacement,W 56TH ST &  S SPAULDING AVE&S SAWYER AVE &  W 57TH ST,0.0,Alleys
14,2024,Alley Speed Hump Replacement,W 57TH ST &  S TRUMBULL AVE&S ST LOUIS AVE &  W 58TH ST,0.0,Alleys
14,2024,Curb & Gutter Menu,5733 S SAWYER AVE,8286.57,Street Resurfacing
14,2024,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,W 55TH ST &  S ST LOUIS AVE,55000.0,Pedestrian Infrastructure
14,2024,Pavement Markings Menu,4815 S KARLOV AVE,1000.0,Street Redesign
14,2024,Sidewalk Menu,3321-3333 W 65TH PL,19475.99,Sidewalk Repair
14,2024,Sidewalk Menu,3355 W 65TH PL,15455.43,Sidewalk Repair
14,2024,Sidewalk Menu,3357 W 66TH ST,2813.19,Sidewalk Repair
14,2024,Sidewalk Menu,3418 W 66TH PL,4138.77,Sidewalk Repair
14,2024,Sidewalk Menu,3934 W 47TH ST,3613.3,Sidewalk Repair
14,2024,Sidewalk Menu,4213 W 47TH ST,4236.55,Sidewalk Repair
14,2024,Sidewalk Menu,4301 S KARLOV AVE,2813.19,Sidewalk Repair
14,2024,Sidewalk Menu,5005 S KEATING AVE,2308.16,Sidewalk Repair
14,2024,Sidewalk Menu,5755 S SAWYER AVE; 5727 S SAWYER AVE,13037.76,Sidewalk Repair
14,2024,Street Bump Outs Menu,ON S KILBOURN AVE FROM W 48TH ST  (4800 S) TO W 50TH ST  (5000 S),26433.14,Pedestrian Infrastructure
14,2024,Street Resurfacing Menu,ON S HOMAN AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),52999.21,Street Resurfacing
14,2024,Street Resurfacing Menu,ON S KARLOV AVE FROM W 47TH ST  (4700 S) TO W 49TH ST  (4900 S),123844.56,Street Resurfacing
14,2024,Street Resurfacing Menu,ON S KILDARE AVE FROM W 45TH ST  (4500 S) TO W 47TH ST  (4700 S),152583.64,Street Resurfacing
14,2024,Street Resurfacing Menu,ON S SPAULDING AVE FROM W 55TH ST  (5499 S) TO W 56TH ST  (5600 S),58607.89,Street Resurfacing
14,2024,Street Resurfacing Menu,ON S SPAULDING AVE FROM W 61ST ST  (6100 S) TO W 63RD ST  (6300 S),165651.75,Street Resurfacing
14,2024,Street Resurfacing Menu,ON S ST LOUIS AVE FROM W 57TH ST  (5700 S) TO W 59TH ST  (5900 S),105018.34,Street Resurfacing
14,2024,Street Resurfacing Menu,ON W 45TH ST FROM 3813 W TO S PULASKI RD  (4000 W),148535.36,Street Resurfacing
14,2024,Street Resurfacing Menu,ON W 49TH ST FROM S PULASKI RD  (4000 W) TO S KARLOV AVE  (4100 W),69579.68,Street Resurfacing
14,2024,Street Resurfacing Menu,ON W 57TH ST FROM S TRUMBULL AVE  (3430 W) TO S ST LOUIS AVE  (3500 W),28865.87,Street Resurfacing
14,2024,Street Resurfacing Menu,ON W 59TH PL FROM S HOMAN AVE  (3400 W) TO S ST LOUIS AVE  (3500 W),60827.27,Street Resurfacing
14,2024,Street Speed Hump Menu,ON S HOMAN AVE FROM W 65TH ST  (6500 S) TO W 66TH ST  (6600 S),4880.0,Street Resurfacing
14,2024,Street Speed Hump Menu,ON S KEDVALE AVE FROM W 46TH ST  (4600 S) TO W 47TH ST  (4700 S),4880.0,Street Resurfacing
14,2024,Street Speed Hump Menu,ON S KENNETH AVE FROM W 50TH ST  (5000 S) TO W 51ST ST  (5099 S),4880.0,Street Resurfacing
14,2024,Street Speed Hump Menu,ON S KILBOURN AVE FROM W 48TH ST  (4800 S) TO W 50TH ST  (5000 S),9760.0,Street Resurfacing
14,2024,Street Speed Hump Menu,ON W 57TH ST FROM S TRUMBULL AVE  (3430 W) TO S ST LOUIS AVE  (3500 W),2440.0,Street Resurfacing
14,2024,Street Speed Hump Replacement,ON S KARLOV AVE FROM W 47TH ST  (4700 S) TO W 49TH ST  (4900 S),0.0,Street Resurfacing
14,2024,Street Speed Hump Replacement,ON S SPAULDING AVE FROM W 55TH ST  (5499 S) TO W 56TH ST  (5600 S),0.0,Street Resurfacing
14,2024,Street Speed Hump Replacement,ON W 49TH ST FROM S PULASKI RD  (4000 W) TO S KARLOV AVE  (4100 W),0.0,Street Resurfacing
14,2024,Street Speed Hump Replacement,ON W 59TH PL FROM S HOMAN AVE  (3400 W) TO S ST LOUIS AVE  (3500 W),0.0,Street Resurfacing
15,2024,Alley Resurfacing Menu,2417-2555 W 45TH ST; S ROCKWELL ST &  W 45TH ST&W 45TH PL &  S WESTERN AVE,95380.54,Alleys
15,2024,Alley Resurfacing Menu,W 58TH ST &  S FAIRFIELD AVE&S CALIFORNIA AVE &  W 59TH ST,41653.87,Alleys
15,2024,Alley Resurfacing Menu,W 61ST ST &  S ALBANY AVE&S TROY ST &  W 62ND ST,46840.5,Alleys
15,2024,Alley Speed Hump Menu,S WHIPPLE ST &  W 60TH ST&W 61ST ST &  S ALBANY AVE,2175.0,Alleys
15,2024,Alley Speed Hump Replacement,S ROCKWELL ST &  W 45TH ST&W 45TH PL &  S WESTERN AVE; 2417-2555 W 45TH ST,0.0,Alleys
15,2024,Alley Speed Hump Replacement,W 61ST ST &  S ALBANY AVE&S TROY ST &  W 62ND ST,0.0,Alleys
15,2024,Bollard Menu,4501 S WALLACE ST,5970.52,Pedestrian Infrastructure
15,2024,Pavement Markings Menu,ON W 47TH ST FROM S NORMAL AVE  (500 W) TO S UNION AVE  (700 W),17000.0,Street Redesign
15,2024,Sidewalk Menu,1850 W 45TH ST,5601.73,Sidewalk Repair
15,2024,Sidewalk Menu,2155 W 49TH PL,7058.52,Sidewalk Repair
15,2024,Sidewalk Menu,2532 W 46TH ST,5330.1,Sidewalk Repair
15,2024,Sidewalk Menu,2700-2759 W 57TH ST,141813.68,Sidewalk Repair
15,2024,Sidewalk Menu,3001 W 59TH ST,19519.64,Sidewalk Repair
15,2024,Sidewalk Menu,4511 S MARSHFIELD AVE,3840.02,Sidewalk Repair
15,2024,Sidewalk Menu,4527 S UNION AVE,6080.29,Sidewalk Repair
15,2024,Sidewalk Menu,4532 S EMERALD AVE,3745.66,Sidewalk Repair
15,2024,Sidewalk Menu,4735 S DAMEN AVE,2973.39,Sidewalk Repair
15,2024,Sidewalk Menu,4845 S WOLCOTT AVE,5928.6,Sidewalk Repair
15,2024,Sidewalk Menu,4857 S HOYNE AVE,3919.31,Sidewalk Repair
15,2024,Sidewalk Menu,4859 S HOYNE AVE,8789.81,Sidewalk Repair
15,2024,Sidewalk Menu,4934 S HOYNE AVE,20431.05,Sidewalk Repair
15,2024,Sidewalk Menu,4943 S HOYNE AVE,7892.67,Sidewalk Repair
15,2024,Sidewalk Menu,5000 S WESTERN AVE,13432.08,Sidewalk Repair
15,2024,Sidewalk Menu,525 W 46TH PL,4875.16,Sidewalk Repair
15,2024,Sidewalk Menu,5550 S FAIRFIELD AVE,4843.23,Sidewalk Repair
15,2024,Sidewalk Menu,5614 S WASHTENAW AVE,5219.02,Sidewalk Repair
15,2024,Sidewalk Menu,5616 S FAIRFIELD AVE,4844.42,Sidewalk Repair
15,2024,Sidewalk Menu,5649 S ARTESIAN AVE,3865.96,Sidewalk Repair
15,2024,Sidewalk Menu,5736 S SEELEY AVE,5490.29,Sidewalk Repair
15,2024,Sidewalk Menu,5747 S HOYNE AVE,619.11,Sidewalk Repair
15,2024,Sidewalk Menu,5751 S HAMILTON AVE,3934.17,Sidewalk Repair
15,2024,Sidewalk Menu,5755 S TALMAN AVE,16821.5,Sidewalk Repair
15,2024,Sidewalk Menu,5933 S WHIPPLE ST,6578.94,Sidewalk Repair
15,2024,Sidewalk Menu,6017 S FRANCISCO AVE,3917.81,Sidewalk Repair
15,2024,Sidewalk Menu,6101 S WOOD ST,15275.52,Sidewalk Repair
15,2024,Sidewalk Menu,6153 S RICHMOND ST,1356.43,Sidewalk Repair
15,2024,Sidewalk Menu,6158 S HONORE ST,5840.93,Sidewalk Repair
15,2024,Sidewalk Menu,6522 S SACRAMENTO AVE,5824.56,Sidewalk Repair
15,2024,Sidewalk Menu,ON S SACRAMENTO AVE FROM W 61ST ST  (6100 S) TO W 63RD ST  (6300 S),574302.8,Sidewalk Repair
15,2024,Sidewalk Menu,ON S WINCHESTER AVE FROM W 50TH ST  (5000 S) TO W 51ST ST  (5100 S),181259.95,Sidewalk Repair
