,ward,type,location,year,est_cost,id,start_location,end_location,lat_1,lon_1,query_1,lat_2,lon_2,query_2
25726,43,Street Speed Hump Menu,W SCOTT ST-- N WELLS ST (200 W) -to- DEAD END (300 W) 2,2008,3500.0,34505,W SCOTT ST AND N WELLS ST,W SCOTT ST AND DEAD END,41.904950179000025,-87.63451561599999,census,,,google
25765,49,Curb/Gutter Menu,W SHERWIN AV-- Dead End (1277 W) -to- N SHERIDAN RD (1342 W),2007,19350.0,39132,W SHERWIN AV AND Dead End,W SHERWIN AV AND N SHERIDAN RD,,,google,42.01502273500006,-87.66468888999998,census
25778,1,Curb/Gutter Menu,W ST HELEN CT-- N STAVE ST (2682 W) -to- Dead End (2689 W),2006,35163.0,111,W ST HELEN CT AND N STAVE ST,W ST HELEN CT AND Dead End,41.919619,-87.6947025,google,,,google
25926,3,Street Bump Outs Menu,W SWANN ST-- S WENTWORTH AV (235 W) -to- Dead End (334 W),2008,4173.0,2477,W SWANN ST AND S WENTWORTH AV,W SWANN ST AND Dead End,41.8098292,-87.6322709,google,,,google
26043,2,Pole Painting,W TILDEN ST-- W EISENHOWER EXIT RP (950 W) -to- W VAN BUREN ST (1174 W),2009,2100.0,1538,W TILDEN ST AND W EISENHOWER EXIT RP,W TILDEN ST AND W VAN BUREN ST,,,google,41.87653359600006,-87.65637174299997,census
26044,2,Street Lighting,W TILDEN ST-- W EISENHOWER EXIT RP (950 W) -to- W VAN BUREN ST (1174 W),2009,2800.0,1635,W TILDEN ST AND W EISENHOWER EXIT RP,W TILDEN ST AND W VAN BUREN ST,,,google,41.87653359600006,-87.65637174299997,census
26055,3,Curb/Gutter Menu,W TREMONT ST-- S NORMAL BV (500 W) -to- Dead End (524 W),2008,88331.0,2470,W TREMONT ST AND S NORMAL BV,W TREMONT ST AND Dead End,41.7925896,-87.6378203,google,,,google
26096,2,Pole Painting,W VAN BUREN ST-- W EISENHOWER ENTR RP (2050 W) -to- S WESTERN AV (2400 W),2006,188.0,1006,W VAN BUREN ST AND W EISENHOWER ENTR RP,W VAN BUREN ST AND S WESTERN AV,,,google,41.87608738800003,-87.68626764599998,census
26097,2,Street Lighting,W VAN BUREN ST-- S LAFLIN ST (1500 W) -to- W EISENHOWER EXIT RP (1522 W),2009,55000.0,1636,W VAN BUREN ST AND S LAFLIN ST,W VAN BUREN ST AND W EISENHOWER EXIT RP,41.87639691900006,-87.66428690199996,census,,,google
26190,27,Street Resurface Menu,W WALNUT ST-- Dead End (773 W) -to- N HALSTED ST (800 W),2010,10302.0,21881,W WALNUT ST AND Dead End,W WALNUT ST AND N HALSTED ST,,,google,41.886221524000064,-87.64748779199994,census
26195,27,Street Resurface Menu,W WALTON ST-- N ORLEANS ST (332 W) -to- Dead End (340 W),2005,12225.0,21612,W WALTON ST AND N ORLEANS ST,W WALTON ST AND Dead End,41.89972432600007,-87.63728933799996,census,,,google
26303,42,Street Lighting,W WASHINGTON BV-- N WACKER (UW) DR(322 W) -to- N RIVERSIDE PZ (420 W),2006,1000.0,33620,W WASHINGTON BV AND N WACKERDR,W WASHINGTON BV AND N RIVERSIDE PZ,41.8832047,-87.6367896,google,,,google
26505,27,Street Resurface Menu,W WENDELL ST-- Dead End (316 W) -to- N ORLEANS ST (332 W),2010,7866.0,21883,W WENDELL ST AND Dead End,W WENDELL ST AND N ORLEANS ST,,,google,41.90128404200004,-87.63735365599996,census
26506,27,Curb/Gutter Menu,W WENDELL ST-- Dead End (316 W) -to- N SEDGWICK ST (348 W),2010,6395.0,21867,W WENDELL ST AND Dead End,W WENDELL ST AND N SEDGWICK ST,,,google,41.9092465,-87.6385491,google
26590,47,Alley Apron Menu,ON W WILSON AVE FROM 1616 W TO N ASHLAND AV (1600 W),2013,8647.0,37716,1616 W WILSON AVE,W WILSON AVE and N ASHLAND AV,,,census,41.9652248,-87.6694196,google
26607,47,Alley Apron Menu,ON W WILSON AVE FROM 1729 W TO N PAULINA ST (1700 W),2015,8354.0,37839,1729 W WILSON AVE,W WILSON AVE and N PAULINA ST,,,census,41.965207,-87.6709217,google
26614,39,Curb/Gutter Menu,W WINDSOR AV-- Dead End (3764 W) -to- N HAMLIN AV (3800 W),2009,40598.0,31513,W WINDSOR AV AND Dead End,W WINDSOR AV AND N HAMLIN AV,,,google,41.96374103200003,-87.72300941599997,census
26675,43,Pole Painting,W WISCONSIN ST-- N SEDGWICK ST (400 W) -to- Dead End (539 W),2005,1800.0,34359,W WISCONSIN ST AND N SEDGWICK ST,W WISCONSIN ST AND Dead End,41.91651137500003,-87.63876061699995,census,,,google
26812,11,Miscellaneous-CDOT,WPA-33 rd & Racine to Throop,2006,40000.0,8097,WPA & 33 rd,WPA & Racine to Throop,,,google,,,google
26816,49,Sidewalk Menu  1,709-1719 W CHASE AVE,2019,13440.13,39641,,,,,,,,
26817,49,Sidewalk Menu  7,627-7637 N PAULINA ST,2019,38761.88,39642,,,,,,,,
26818,49,Sidewalk Menu  1,343-1347 W ESTES AVE,2019,4298.21,39643,,,,,,,,
26819,49,Sidewalk Menu  1,547-1551 W FARWELL AVE,2019,5449.74,39644,,,,,,,,
26820,49,Sidewalk Menu  2,044-2054 W CHASE AVE,2019,5132.87,39645,,,,,,,,
26821,49,Sidewalk Menu  1,400-1406 W NORTH SHORE AVE,2019,4704.48,39646,,,,,,,,
26822,49,Sidewalk Menu  1,216-1220 W ALBION AVE,2019,2826.52,39647,,,,,,,,
26823,43,Street Resurfacing Menu,1-20 E BANKS ST,2021,13606.915,43083,,,,,,,,
